instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_users,hour_interval
6716,2011-10-12,winter,2011,October,9,no,wednesday,yes,2,0.54,0.5152,0.88,0.4478,14,183,197,9 - 10
6717,2011-10-12,winter,2011,October,10,no,wednesday,yes,2,0.54,0.5152,0.88,0.3881,15,98,113,10 - 11
6718,2011-10-12,winter,2011,October,11,no,wednesday,yes,3,0.54,0.5152,0.94,0.3284,18,102,120,11 - 12
6719,2011-10-12,winter,2011,October,12,no,wednesday,yes,3,0.54,0.5152,0.88,0.3284,9,53,62,12 - 13
6720,2011-10-12,winter,2011,October,13,no,wednesday,yes,3,0.54,0.5152,0.88,0.2239,25,76,101,13 - 14
6721,2011-10-12,winter,2011,October,14,no,wednesday,yes,3,0.54,0.5152,0.94,0.2836,8,70,78,14 - 15
6722,2011-10-12,winter,2011,October,15,no,wednesday,yes,3,0.54,0.5152,0.94,0.2537,3,42,45,15 - 16
6723,2011-10-12,winter,2011,October,16,no,wednesday,yes,2,0.56,0.5303,0.88,0.2239,5,50,55,16 - 17
6724,2011-10-12,winter,2011,October,17,no,wednesday,yes,3,0.54,0.5152,0.94,0.2239,16,235,251,17 - 18
6725,2011-10-12,winter,2011,October,18,no,wednesday,yes,3,0.54,0.5152,0.94,0.1343,11,161,172,18 - 19
6726,2011-10-12,winter,2011,October,19,no,wednesday,yes,3,0.54,0.5152,0.94,0.1343,7,102,109,19 - 20
6727,2011-10-12,winter,2011,October,20,no,wednesday,yes,3,0.54,0.5152,0.94,0.1045,9,81,90,20 - 21
6728,2011-10-12,winter,2011,October,21,no,wednesday,yes,3,0.54,0.5152,1.0,0.1045,9,74,83,21 - 22
6729,2011-10-12,winter,2011,October,22,no,wednesday,yes,3,0.54,0.5152,0.94,0.0896,3,40,43,22 - 23
6730,2011-10-12,winter,2011,October,23,no,wednesday,yes,3,0.54,0.5152,0.94,0.0896,13,41,54,23 - 24
6731,2011-10-13,winter,2011,October,0,no,thursday,yes,2,0.54,0.5152,0.94,0.1343,1,14,15,0 - 1
6732,2011-10-13,winter,2011,October,1,no,thursday,yes,2,0.54,0.5152,0.94,0.0,3,9,12,1 - 2
6733,2011-10-13,winter,2011,October,2,no,thursday,yes,2,0.54,0.5152,0.94,0.0,0,4,4,2 - 3
6734,2011-10-13,winter,2011,October,3,no,thursday,yes,2,0.54,0.5152,1.0,0.194,2,4,6,3 - 4
6735,2011-10-13,winter,2011,October,4,no,thursday,yes,2,0.54,0.5152,1.0,0.1045,2,5,7,4 - 5
6736,2011-10-13,winter,2011,October,5,no,thursday,yes,2,0.54,0.5152,1.0,0.1045,1,16,17,5 - 6
6737,2011-10-13,winter,2011,October,6,no,thursday,yes,3,0.54,0.5152,1.0,0.0896,1,51,52,6 - 7
6738,2011-10-13,winter,2011,October,7,no,thursday,yes,3,0.54,0.5152,1.0,0.1343,5,76,81,7 - 8
6739,2011-10-13,winter,2011,October,8,no,thursday,yes,3,0.54,0.5152,1.0,0.0896,10,199,209,8 - 9
6740,2011-10-13,winter,2011,October,9,no,thursday,yes,3,0.56,0.5303,1.0,0.1045,3,106,109,9 - 10
6741,2011-10-13,winter,2011,October,10,no,thursday,yes,3,0.56,0.5303,1.0,0.1343,16,53,69,10 - 11
6742,2011-10-13,winter,2011,October,11,no,thursday,yes,2,0.62,0.5758,0.83,0.0,8,76,84,11 - 12
6743,2011-10-13,winter,2011,October,12,no,thursday,yes,2,0.62,0.5606,0.88,0.0,10,95,105,12 - 13
6744,2011-10-13,winter,2011,October,13,no,thursday,yes,2,0.64,0.5758,0.83,0.1642,20,142,162,13 - 14
6745,2011-10-13,winter,2011,October,14,no,thursday,yes,1,0.66,0.6061,0.78,0.194,22,111,133,14 - 15
6746,2011-10-13,winter,2011,October,15,no,thursday,yes,1,0.66,0.6061,0.78,0.194,27,128,155,15 - 16
6747,2011-10-13,winter,2011,October,16,no,thursday,yes,1,0.66,0.6212,0.74,0.2239,36,240,276,16 - 17
6748,2011-10-13,winter,2011,October,17,no,thursday,yes,3,0.62,0.5758,0.83,0.2537,47,432,479,17 - 18
6749,2011-10-13,winter,2011,October,18,no,thursday,yes,3,0.62,0.5758,0.83,0.2537,20,248,268,18 - 19
6750,2011-10-13,winter,2011,October,19,no,thursday,yes,2,0.62,0.5758,0.83,0.1642,18,187,205,19 - 20
6751,2011-10-13,winter,2011,October,20,no,thursday,yes,1,0.62,0.5758,0.83,0.2836,15,166,181,20 - 21
6752,2011-10-13,winter,2011,October,21,no,thursday,yes,1,0.62,0.5758,0.83,0.194,8,115,123,21 - 22
6753,2011-10-13,winter,2011,October,22,no,thursday,yes,1,0.62,0.5758,0.83,0.194,13,101,114,22 - 23
6754,2011-10-13,winter,2011,October,23,no,thursday,yes,2,0.58,0.5455,0.88,0.194,2,45,47,23 - 24
6755,2011-10-14,winter,2011,October,0,no,friday,yes,1,0.58,0.5455,0.94,0.0896,10,29,39,0 - 1
6756,2011-10-14,winter,2011,October,1,no,friday,yes,1,0.58,0.5455,0.94,0.1343,8,16,24,1 - 2
6757,2011-10-14,winter,2011,October,2,no,friday,yes,1,0.56,0.5303,0.94,0.1642,0,6,6,2 - 3
6758,2011-10-14,winter,2011,October,3,no,friday,yes,1,0.56,0.5303,0.94,0.1343,1,6,7,3 - 4
6759,2011-10-14,winter,2011,October,4,no,friday,yes,1,0.56,0.5303,0.94,0.194,0,8,8,4 - 5
6760,2011-10-14,winter,2011,October,5,no,friday,yes,2,0.56,0.5303,0.94,0.1642,0,17,17,5 - 6
6761,2011-10-14,winter,2011,October,6,no,friday,yes,3,0.56,0.5303,0.88,0.194,4,90,94,6 - 7
6762,2011-10-14,winter,2011,October,7,no,friday,yes,3,0.56,0.5303,0.88,0.194,10,137,147,7 - 8
6763,2011-10-14,winter,2011,October,8,no,friday,yes,2,0.56,0.5303,0.9,0.1642,23,186,209,8 - 9
6764,2011-10-14,winter,2011,October,9,no,friday,yes,2,0.56,0.5303,0.94,0.2239,16,164,180,9 - 10
6765,2011-10-14,winter,2011,October,10,no,friday,yes,3,0.54,0.5152,0.88,0.3582,17,108,125,10 - 11
6766,2011-10-14,winter,2011,October,11,no,friday,yes,3,0.52,0.5,0.88,0.1642,11,76,87,11 - 12
6767,2011-10-14,winter,2011,October,12,no,friday,yes,3,0.52,0.5,0.88,0.1642,13,62,75,12 - 13
6768,2011-10-14,winter,2011,October,13,no,friday,yes,1,0.56,0.5303,0.73,0.3582,18,114,132,13 - 14
6769,2011-10-14,winter,2011,October,14,no,friday,yes,1,0.62,0.6212,0.43,0.3582,37,119,156,14 - 15
6770,2011-10-14,winter,2011,October,15,no,friday,yes,1,0.62,0.6212,0.43,0.2836,61,169,230,15 - 16
6771,2011-10-14,winter,2011,October,16,no,friday,yes,1,0.6,0.6212,0.43,0.2239,80,264,344,16 - 17
6772,2011-10-14,winter,2011,October,17,no,friday,yes,1,0.58,0.5455,0.46,0.4179,55,426,481,17 - 18
6773,2011-10-14,winter,2011,October,18,no,friday,yes,1,0.54,0.5152,0.39,0.2836,62,361,423,18 - 19
6774,2011-10-14,winter,2011,October,19,no,friday,yes,1,0.54,0.5152,0.39,0.3284,27,221,248,19 - 20
6775,2011-10-14,winter,2011,October,20,no,friday,yes,1,0.52,0.5,0.42,0.194,19,177,196,20 - 21
6776,2011-10-14,winter,2011,October,21,no,friday,yes,1,0.5,0.4848,0.45,0.194,22,156,178,21 - 22
6777,2011-10-14,winter,2011,October,22,no,friday,yes,1,0.46,0.4545,0.59,0.2239,20,123,143,22 - 23
6778,2011-10-14,winter,2011,October,23,no,friday,yes,1,0.46,0.4545,0.59,0.1642,15,80,95,23 - 24
6779,2011-10-15,winter,2011,October,0,no,saturday,no,1,0.46,0.4545,0.55,0.1045,18,88,106,0 - 1
6780,2011-10-15,winter,2011,October,1,no,saturday,no,1,0.46,0.4545,0.55,0.2537,9,64,73,1 - 2
6781,2011-10-15,winter,2011,October,2,no,saturday,no,1,0.46,0.4545,0.59,0.194,17,39,56,2 - 3
6782,2011-10-15,winter,2011,October,3,no,saturday,no,1,0.44,0.4394,0.62,0.194,5,18,23,3 - 4
6783,2011-10-15,winter,2011,October,4,no,saturday,no,1,0.42,0.4242,0.67,0.1343,0,6,6,4 - 5
6784,2011-10-15,winter,2011,October,5,no,saturday,no,1,0.42,0.4242,0.71,0.1642,1,6,7,5 - 6
6785,2011-10-15,winter,2011,October,6,no,saturday,no,1,0.4,0.4091,0.71,0.0,5,15,20,6 - 7
6786,2011-10-15,winter,2011,October,7,no,saturday,no,1,0.4,0.4091,0.76,0.1045,17,40,57,7 - 8
6787,2011-10-15,winter,2011,October,8,no,saturday,no,1,0.46,0.4545,0.59,0.2836,24,101,125,8 - 9
6788,2011-10-15,winter,2011,October,9,no,saturday,no,1,0.52,0.5,0.48,0.2985,50,157,207,9 - 10
6789,2011-10-15,winter,2011,October,10,no,saturday,no,1,0.54,0.5152,0.45,0.4478,115,207,322,10 - 11
6790,2011-10-15,winter,2011,October,11,no,saturday,no,1,0.56,0.5303,0.4,0.3881,153,221,374,11 - 12
6791,2011-10-15,winter,2011,October,12,no,saturday,no,1,0.58,0.5455,0.35,0.5522,195,261,456,12 - 13
6792,2011-10-15,winter,2011,October,13,no,saturday,no,1,0.6,0.6212,0.35,0.4627,171,223,394,13 - 14
6793,2011-10-15,winter,2011,October,14,no,saturday,no,1,0.6,0.6212,0.33,0.4627,242,230,472,14 - 15
6794,2011-10-15,winter,2011,October,15,no,saturday,no,1,0.62,0.6212,0.31,0.4925,166,211,377,15 - 16
6795,2011-10-15,winter,2011,October,16,no,saturday,no,1,0.62,0.6212,0.29,0.3881,179,264,443,16 - 17
6796,2011-10-15,winter,2011,October,17,no,saturday,no,1,0.58,0.5455,0.32,0.2836,177,264,441,17 - 18
6797,2011-10-15,winter,2011,October,18,no,saturday,no,1,0.54,0.5152,0.39,0.194,121,251,372,18 - 19
6798,2011-10-15,winter,2011,October,19,no,saturday,no,1,0.5,0.4848,0.51,0.1343,61,177,238,19 - 20
6799,2011-10-15,winter,2011,October,20,no,saturday,no,1,0.5,0.4848,0.48,0.1343,42,137,179,20 - 21
6800,2011-10-15,winter,2011,October,21,no,saturday,no,1,0.5,0.4848,0.42,0.2239,53,115,168,21 - 22
6801,2011-10-15,winter,2011,October,22,no,saturday,no,1,0.5,0.4848,0.36,0.1343,45,121,166,22 - 23
6802,2011-10-15,winter,2011,October,23,no,saturday,no,1,0.48,0.4697,0.41,0.1642,33,102,135,23 - 24
6803,2011-10-16,winter,2011,October,0,no,sunday,no,1,0.46,0.4545,0.44,0.1343,22,85,107,0 - 1
6804,2011-10-16,winter,2011,October,1,no,sunday,no,1,0.44,0.4394,0.47,0.1343,13,64,77,1 - 2
6805,2011-10-16,winter,2011,October,2,no,sunday,no,1,0.42,0.4242,0.54,0.1343,13,52,65,2 - 3
6806,2011-10-16,winter,2011,October,3,no,sunday,no,1,0.42,0.4242,0.54,0.1343,11,31,42,3 - 4
6807,2011-10-16,winter,2011,October,4,no,sunday,no,1,0.42,0.4242,0.54,0.194,5,7,12,4 - 5
6808,2011-10-16,winter,2011,October,5,no,sunday,no,1,0.42,0.4242,0.54,0.1642,1,6,7,5 - 6
6809,2011-10-16,winter,2011,October,6,no,sunday,no,1,0.38,0.3939,0.66,0.1642,3,7,10,6 - 7
6810,2011-10-16,winter,2011,October,7,no,sunday,no,1,0.4,0.4091,0.62,0.1343,9,39,48,7 - 8
6811,2011-10-16,winter,2011,October,8,no,sunday,no,1,0.44,0.4394,0.62,0.194,28,71,99,8 - 9
6812,2011-10-16,winter,2011,October,9,no,sunday,no,1,0.5,0.4848,0.45,0.2239,39,151,190,9 - 10
6813,2011-10-16,winter,2011,October,10,no,sunday,no,1,0.54,0.5152,0.45,0.2537,121,226,347,10 - 11
6814,2011-10-16,winter,2011,October,11,no,sunday,no,1,0.56,0.5303,0.35,0.2836,159,218,377,11 - 12
6815,2011-10-16,winter,2011,October,12,no,sunday,no,1,0.58,0.5455,0.35,0.2537,167,277,444,12 - 13
6816,2011-10-16,winter,2011,October,13,no,sunday,no,1,0.6,0.6212,0.35,0.2985,169,269,438,13 - 14
6817,2011-10-16,winter,2011,October,14,no,sunday,no,1,0.6,0.6212,0.4,0.2985,204,258,462,14 - 15
6818,2011-10-16,winter,2011,October,15,no,sunday,no,1,0.62,0.6212,0.35,0.3881,182,230,412,15 - 16
6819,2011-10-16,winter,2011,October,16,no,sunday,no,1,0.6,0.6212,0.46,0.3881,177,289,466,16 - 17
6820,2011-10-16,winter,2011,October,17,no,sunday,no,1,0.58,0.5455,0.49,0.4627,152,253,405,17 - 18
6821,2011-10-16,winter,2011,October,18,no,sunday,no,1,0.56,0.5303,0.49,0.4478,102,226,328,18 - 19
6822,2011-10-16,winter,2011,October,19,no,sunday,no,1,0.54,0.5152,0.52,0.3881,52,181,233,19 - 20
6823,2011-10-16,winter,2011,October,20,no,sunday,no,1,0.54,0.5152,0.52,0.4627,49,129,178,20 - 21
6824,2011-10-16,winter,2011,October,21,no,sunday,no,1,0.54,0.5152,0.52,0.3881,14,88,102,21 - 22
6825,2011-10-16,winter,2011,October,22,no,sunday,no,1,0.56,0.5303,0.49,0.4179,42,88,130,22 - 23
6826,2011-10-16,winter,2011,October,23,no,sunday,no,1,0.56,0.5303,0.52,0.4179,14,48,62,23 - 24
6827,2011-10-17,winter,2011,October,0,no,monday,yes,1,0.54,0.5152,0.56,0.3284,12,25,37,0 - 1
6828,2011-10-17,winter,2011,October,1,no,monday,yes,1,0.56,0.5303,0.54,0.3881,2,15,17,1 - 2
6829,2011-10-17,winter,2011,October,2,no,monday,yes,1,0.56,0.5303,0.54,0.3881,4,3,7,2 - 3
6830,2011-10-17,winter,2011,October,3,no,monday,yes,1,0.56,0.5303,0.49,0.194,0,2,2,3 - 4
6831,2011-10-17,winter,2011,October,4,no,monday,yes,1,0.52,0.5,0.59,0.1642,2,3,5,4 - 5
6832,2011-10-17,winter,2011,October,5,no,monday,yes,1,0.5,0.4848,0.63,0.2985,1,28,29,5 - 6
6833,2011-10-17,winter,2011,October,6,no,monday,yes,1,0.5,0.4848,0.55,0.2537,7,107,114,6 - 7
6834,2011-10-17,winter,2011,October,7,no,monday,yes,2,0.5,0.4848,0.55,0.1642,10,299,309,7 - 8
6835,2011-10-17,winter,2011,October,8,no,monday,yes,2,0.5,0.4848,0.51,0.2537,33,381,414,8 - 9
6836,2011-10-17,winter,2011,October,9,no,monday,yes,2,0.5,0.4848,0.45,0.2836,26,180,206,9 - 10
6837,2011-10-17,winter,2011,October,10,no,monday,yes,1,0.52,0.5,0.45,0.1642,43,92,135,10 - 11
6838,2011-10-17,winter,2011,October,11,no,monday,yes,1,0.56,0.5303,0.43,0.0,35,131,166,11 - 12
6839,2011-10-17,winter,2011,October,12,no,monday,yes,1,0.56,0.5303,0.4,0.0896,39,166,205,12 - 13
6840,2011-10-17,winter,2011,October,13,no,monday,yes,1,0.56,0.5303,0.46,0.0896,49,156,205,13 - 14
6841,2011-10-17,winter,2011,October,14,no,monday,yes,1,0.58,0.5455,0.49,0.194,44,122,166,14 - 15
6842,2011-10-17,winter,2011,October,15,no,monday,yes,1,0.56,0.5303,0.6,0.2537,66,142,208,15 - 16
6843,2011-10-17,winter,2011,October,16,no,monday,yes,1,0.58,0.5455,0.56,0.2537,64,238,302,16 - 17
6844,2011-10-17,winter,2011,October,17,no,monday,yes,1,0.56,0.5303,0.64,0.1343,80,540,620,17 - 18
6845,2011-10-17,winter,2011,October,18,no,monday,yes,1,0.56,0.5303,0.6,0.0,49,469,518,18 - 19
6846,2011-10-17,winter,2011,October,19,no,monday,yes,1,0.54,0.5152,0.68,0.1045,45,288,333,19 - 20
6847,2011-10-17,winter,2011,October,20,no,monday,yes,1,0.52,0.5,0.77,0.1045,40,189,229,20 - 21
6848,2011-10-17,winter,2011,October,21,no,monday,yes,1,0.5,0.4848,0.77,0.1045,36,141,177,21 - 22
6849,2011-10-17,winter,2011,October,22,no,monday,yes,1,0.5,0.4848,0.77,0.0,16,88,104,22 - 23
6850,2011-10-17,winter,2011,October,23,no,monday,yes,2,0.48,0.4697,0.88,0.0,10,52,62,23 - 24
6851,2011-10-18,winter,2011,October,0,no,tuesday,yes,1,0.48,0.4697,0.82,0.0,8,23,31,0 - 1
6852,2011-10-18,winter,2011,October,1,no,tuesday,yes,2,0.46,0.4545,0.88,0.0,4,7,11,1 - 2
6853,2011-10-18,winter,2011,October,2,no,tuesday,yes,1,0.44,0.4394,0.94,0.0896,1,4,5,2 - 3
6854,2011-10-18,winter,2011,October,3,no,tuesday,yes,1,0.44,0.4394,0.94,0.0896,0,1,1,3 - 4
6855,2011-10-18,winter,2011,October,4,no,tuesday,yes,2,0.44,0.4394,0.94,0.1045,0,4,4,4 - 5
6856,2011-10-18,winter,2011,October,5,no,tuesday,yes,2,0.46,0.4545,0.88,0.0,2,19,21,5 - 6
6857,2011-10-18,winter,2011,October,6,no,tuesday,yes,1,0.46,0.4545,0.82,0.0896,4,105,109,6 - 7
6858,2011-10-18,winter,2011,October,7,no,tuesday,yes,1,0.46,0.4545,0.88,0.0896,15,326,341,7 - 8
6859,2011-10-18,winter,2011,October,8,no,tuesday,yes,1,0.5,0.4848,0.77,0.0896,25,474,499,8 - 9
6860,2011-10-18,winter,2011,October,9,no,tuesday,yes,2,0.52,0.5,0.77,0.0896,29,198,227,9 - 10
6861,2011-10-18,winter,2011,October,10,no,tuesday,yes,2,0.56,0.5303,0.68,0.0,27,75,102,10 - 11
6862,2011-10-18,winter,2011,October,11,no,tuesday,yes,2,0.6,0.6212,0.49,0.1045,35,112,147,11 - 12
6863,2011-10-18,winter,2011,October,12,no,tuesday,yes,2,0.62,0.6212,0.43,0.0896,42,159,201,12 - 13
6864,2011-10-18,winter,2011,October,13,no,tuesday,yes,2,0.64,0.6212,0.38,0.194,48,171,219,13 - 14
6865,2011-10-18,winter,2011,October,14,no,tuesday,yes,2,0.62,0.6212,0.41,0.1642,32,137,169,14 - 15
6866,2011-10-18,winter,2011,October,15,no,tuesday,yes,1,0.62,0.6212,0.5,0.194,66,139,205,15 - 16
6867,2011-10-18,winter,2011,October,16,no,tuesday,yes,1,0.62,0.6212,0.57,0.2537,58,246,304,16 - 17
6868,2011-10-18,winter,2011,October,17,no,tuesday,yes,1,0.6,0.6061,0.6,0.1343,72,553,625,17 - 18
6869,2011-10-18,winter,2011,October,18,no,tuesday,yes,1,0.56,0.5303,0.68,0.1045,58,512,570,18 - 19
6870,2011-10-18,winter,2011,October,19,no,tuesday,yes,1,0.56,0.5303,0.6,0.1045,31,286,317,19 - 20
6871,2011-10-18,winter,2011,October,20,no,tuesday,yes,1,0.54,0.5152,0.64,0.1642,23,204,227,20 - 21
6872,2011-10-18,winter,2011,October,21,no,tuesday,yes,2,0.54,0.5152,0.68,0.1343,28,178,206,21 - 22
6873,2011-10-18,winter,2011,October,22,no,tuesday,yes,2,0.52,0.5,0.77,0.1642,22,115,137,22 - 23
6874,2011-10-18,winter,2011,October,23,no,tuesday,yes,2,0.52,0.5,0.77,0.194,7,63,70,23 - 24
6875,2011-10-19,winter,2011,October,0,no,wednesday,yes,2,0.52,0.5,0.77,0.194,11,23,34,0 - 1
6876,2011-10-19,winter,2011,October,1,no,wednesday,yes,2,0.52,0.5,0.77,0.194,7,9,16,1 - 2
6877,2011-10-19,winter,2011,October,2,no,wednesday,yes,2,0.52,0.5,0.77,0.194,1,6,7,2 - 3
6878,2011-10-19,winter,2011,October,4,no,wednesday,yes,3,0.5,0.4848,0.94,0.194,0,3,3,4 - 5
6879,2011-10-19,winter,2011,October,5,no,wednesday,yes,3,0.5,0.4848,1.0,0.1045,0,3,3,5 - 6
6880,2011-10-19,winter,2011,October,6,no,wednesday,yes,3,0.52,0.5,0.83,0.2537,3,28,31,6 - 7
6881,2011-10-19,winter,2011,October,7,no,wednesday,yes,3,0.52,0.5,0.77,0.2537,1,67,68,7 - 8
6882,2011-10-19,winter,2011,October,8,no,wednesday,yes,3,0.54,0.5152,0.7,0.4925,10,200,210,8 - 9
6883,2011-10-19,winter,2011,October,9,no,wednesday,yes,3,0.52,0.5,0.88,0.4925,17,185,202,9 - 10
6884,2011-10-19,winter,2011,October,10,no,wednesday,yes,3,0.52,0.5,0.88,0.4925,14,109,123,10 - 11
6885,2011-10-19,winter,2011,October,11,no,wednesday,yes,3,0.52,0.5,0.94,0.2537,33,116,149,11 - 12
6886,2011-10-19,winter,2011,October,12,no,wednesday,yes,3,0.52,0.5,0.94,0.3284,13,117,130,12 - 13
6887,2011-10-19,winter,2011,October,13,no,wednesday,yes,2,0.54,0.5152,0.94,0.2836,20,86,106,13 - 14
6888,2011-10-19,winter,2011,October,14,no,wednesday,yes,3,0.54,0.5152,0.94,0.1642,17,80,97,14 - 15
6889,2011-10-19,winter,2011,October,15,no,wednesday,yes,3,0.54,0.5152,1.0,0.1343,21,99,120,15 - 16
6890,2011-10-19,winter,2011,October,16,no,wednesday,yes,3,0.56,0.5303,0.94,0.1642,21,180,201,16 - 17
6891,2011-10-19,winter,2011,October,17,no,wednesday,yes,3,0.56,0.5303,0.94,0.1642,11,170,181,17 - 18
6892,2011-10-19,winter,2011,October,18,no,wednesday,yes,3,0.56,0.5303,1.0,0.1642,8,132,140,18 - 19
6893,2011-10-19,winter,2011,October,19,no,wednesday,yes,2,0.6,0.5455,0.88,0.1343,8,189,197,19 - 20
6894,2011-10-19,winter,2011,October,20,no,wednesday,yes,3,0.6,0.5152,0.94,0.0896,5,140,145,20 - 21
6895,2011-10-19,winter,2011,October,21,no,wednesday,yes,2,0.58,0.5455,0.94,0.1343,6,79,85,21 - 22
6896,2011-10-19,winter,2011,October,22,no,wednesday,yes,2,0.58,0.5455,0.94,0.3582,13,94,107,22 - 23
6897,2011-10-19,winter,2011,October,23,no,wednesday,yes,2,0.58,0.5455,0.94,0.3582,14,55,69,23 - 24
6898,2011-10-20,winter,2011,October,0,no,thursday,yes,1,0.56,0.5303,0.94,0.2985,4,22,26,0 - 1
6899,2011-10-20,winter,2011,October,1,no,thursday,yes,1,0.56,0.5303,0.88,0.3582,4,11,15,1 - 2
6900,2011-10-20,winter,2011,October,2,no,thursday,yes,1,0.56,0.5303,0.88,0.4478,0,4,4,2 - 3
6901,2011-10-20,winter,2011,October,3,no,thursday,yes,1,0.5,0.4848,0.82,0.4627,0,1,1,3 - 4
6902,2011-10-20,winter,2011,October,4,no,thursday,yes,1,0.5,0.4848,0.82,0.4627,2,6,8,4 - 5
6903,2011-10-20,winter,2011,October,5,no,thursday,yes,1,0.48,0.4697,0.82,0.3582,2,24,26,5 - 6
6904,2011-10-20,winter,2011,October,6,no,thursday,yes,1,0.44,0.4394,0.82,0.4179,5,87,92,6 - 7
6905,2011-10-20,winter,2011,October,7,no,thursday,yes,1,0.42,0.4242,0.77,0.4478,15,303,318,7 - 8
6906,2011-10-20,winter,2011,October,8,no,thursday,yes,1,0.44,0.4394,0.67,0.5224,17,409,426,8 - 9
6907,2011-10-20,winter,2011,October,9,no,thursday,yes,1,0.44,0.4394,0.67,0.5821,26,197,223,9 - 10
6908,2011-10-20,winter,2011,October,10,no,thursday,yes,1,0.46,0.4545,0.59,0.4478,25,105,130,10 - 11
6909,2011-10-20,winter,2011,October,11,no,thursday,yes,1,0.48,0.4697,0.55,0.5224,30,99,129,11 - 12
6910,2011-10-20,winter,2011,October,12,no,thursday,yes,1,0.48,0.4697,0.48,0.5224,28,171,199,12 - 13
6911,2011-10-20,winter,2011,October,13,no,thursday,yes,1,0.5,0.4848,0.45,0.5821,28,136,164,13 - 14
6912,2011-10-20,winter,2011,October,14,no,thursday,yes,2,0.48,0.4697,0.48,0.5522,38,117,155,14 - 15
6913,2011-10-20,winter,2011,October,15,no,thursday,yes,2,0.48,0.4697,0.51,0.4478,22,138,160,15 - 16
6914,2011-10-20,winter,2011,October,16,no,thursday,yes,2,0.48,0.4697,0.51,0.4478,31,203,234,16 - 17
6915,2011-10-20,winter,2011,October,17,no,thursday,yes,2,0.48,0.4697,0.48,0.3881,56,438,494,17 - 18
6916,2011-10-20,winter,2011,October,18,no,thursday,yes,2,0.46,0.4545,0.51,0.2985,39,430,469,18 - 19
6917,2011-10-20,winter,2011,October,19,no,thursday,yes,1,0.46,0.4545,0.51,0.3582,20,278,298,19 - 20
6918,2011-10-20,winter,2011,October,20,no,thursday,yes,2,0.46,0.4545,0.51,0.3284,34,207,241,20 - 21
6919,2011-10-20,winter,2011,October,21,no,thursday,yes,1,0.44,0.4394,0.51,0.2985,16,149,165,21 - 22
6920,2011-10-20,winter,2011,October,22,no,thursday,yes,1,0.44,0.4394,0.51,0.3284,22,106,128,22 - 23
6921,2011-10-20,winter,2011,October,23,no,thursday,yes,1,0.42,0.4242,0.58,0.2537,7,83,90,23 - 24
6922,2011-10-21,winter,2011,October,0,no,friday,yes,1,0.4,0.4091,0.62,0.2537,8,42,50,0 - 1
6923,2011-10-21,winter,2011,October,1,no,friday,yes,1,0.4,0.4091,0.62,0.2239,7,19,26,1 - 2
6924,2011-10-21,winter,2011,October,2,no,friday,yes,1,0.38,0.3939,0.66,0.1642,6,12,18,2 - 3
6925,2011-10-21,winter,2011,October,3,no,friday,yes,1,0.36,0.3485,0.71,0.1343,0,7,7,3 - 4
6926,2011-10-21,winter,2011,October,4,no,friday,yes,1,0.36,0.3485,0.71,0.1642,0,6,6,4 - 5
6927,2011-10-21,winter,2011,October,5,no,friday,yes,1,0.34,0.3333,0.76,0.194,0,31,31,5 - 6
6928,2011-10-21,winter,2011,October,6,no,friday,yes,1,0.36,0.3485,0.71,0.1642,7,78,85,6 - 7
6929,2011-10-21,winter,2011,October,7,no,friday,yes,1,0.36,0.3485,0.71,0.1642,5,228,233,7 - 8
6930,2011-10-21,winter,2011,October,8,no,friday,yes,1,0.4,0.4091,0.62,0.194,16,386,402,8 - 9
6931,2011-10-21,winter,2011,October,9,no,friday,yes,2,0.42,0.4242,0.58,0.1343,33,189,222,9 - 10
6932,2011-10-21,winter,2011,October,10,no,friday,yes,1,0.46,0.4545,0.51,0.1642,32,106,138,10 - 11
6933,2011-10-21,winter,2011,October,11,no,friday,yes,1,0.5,0.4848,0.45,0.2239,39,135,174,11 - 12
6934,2011-10-21,winter,2011,October,12,no,friday,yes,1,0.5,0.4848,0.45,0.2985,47,193,240,12 - 13
6935,2011-10-21,winter,2011,October,13,no,friday,yes,1,0.48,0.4697,0.48,0.3284,43,163,206,13 - 14
6936,2011-10-21,winter,2011,October,14,no,friday,yes,1,0.52,0.5,0.42,0.2985,67,131,198,14 - 15
6937,2011-10-21,winter,2011,October,15,no,friday,yes,1,0.5,0.4848,0.45,0.2836,57,178,235,15 - 16
6938,2011-10-21,winter,2011,October,16,no,friday,yes,1,0.5,0.4848,0.45,0.2537,60,242,302,16 - 17
6939,2011-10-21,winter,2011,October,17,no,friday,yes,2,0.46,0.4545,0.51,0.2537,79,445,524,17 - 18
6940,2011-10-21,winter,2011,October,18,no,friday,yes,2,0.44,0.4394,0.54,0.2537,43,354,397,18 - 19
6941,2011-10-21,winter,2011,October,19,no,friday,yes,2,0.44,0.4394,0.54,0.3881,25,228,253,19 - 20
6942,2011-10-21,winter,2011,October,20,no,friday,yes,2,0.44,0.4394,0.54,0.2239,29,155,184,20 - 21
6943,2011-10-21,winter,2011,October,21,no,friday,yes,1,0.42,0.4242,0.58,0.1642,31,112,143,21 - 22
6944,2011-10-21,winter,2011,October,22,no,friday,yes,1,0.42,0.4242,0.54,0.1642,24,89,113,22 - 23
6945,2011-10-21,winter,2011,October,23,no,friday,yes,1,0.4,0.4091,0.62,0.2239,18,99,117,23 - 24
